id;name
32;colpo
144;troppoforte
253;acquagetto
103;polneve
110;ventogelato
92;sfuriate
193;acquadisale
97;lacerazione
322;scagliagelo
45;bora
128;introforza
44;geloraggio
49;iper raggio
146;breccia
166;rocciotomba
175;aeroassalto
141;facciata
274;coro
275;echeggiavoce
218;focalcolpo
222;gigaimpatto
292;battiterra
293;alitogelido
94;frana
136;spaccaroccia
148;forzasegreta
345;crescipugno
13;taglio
43;surf
53;forza
199;garanzia
224;slavina
142;centripugno
8;gelopugno
207;nottesferza
335;carineria
182;supplica
101;russare
188;idropulsar
