id;name
42;idropompa
82;limitazione
37;morso
41;pistolacqua
114;rotolamento
180;colpodifango
193;acquadisale
133;forzantica
81;sparalance
186;cadutamassi
128;introforza
44;geloraggio
45;bora
49;iper raggio
265;abbattimento
166;rocciotomba
141;facciata
99;furto
274;coro
279;idrovampata
222;gigaimpatto
247;pietrataglio
94;frana
136;spaccaroccia
148;forzasegreta
43;surf
77;cascata
149;sub
48;raggiaurora
47;bollaraggio
147;privazione
173;fanghiglia
18;schianto
188;idropulsar
137;mulinello
17;legatutto
221;geoforza
110;ventogelato
101;russare
