id;name
235;cannonflash
28;azione
41;pistolacqua
88;bolla
37;morso
124;rapigiro
188;idropulsar
208;idrondata
80;capocciata
42;idropompa
128;introforza
44;geloraggio
45;bora
49;iper raggio
265;abbattimento
64;terremoto
65;fossa
146;breccia
166;rocciotomba
141;facciata
274;coro
218;focalcolpo
279;idrovampata
222;gigaimpatto
292;battiterra
94;frana
294;codadrago
136;spaccaroccia
148;forzasegreta
206;neropulsar
345;crescipugno
43;surf
53;forza
77;cascata
149;sub
253;acquagetto
204;forzasfera
193;acquadisale
213;dragopulsar
138;bruciapelo
173;fanghiglia
142;centripugno
160;idrocannone
8;gelopugno
110;ventogelato
125;codacciaio
112;oltraggio
168;segnoraggio
101;russare
287;acquapatto
233;cozzata zen
