id;name
7;fuocopugno
68;attacco rapido
60;tuonoshock
79;comete
187;ondashock
9;tuonopugno
238;scarica
61;fulmine
62;tuono
222;gigaimpatto
128;introforza
49;iper raggio
64;terremoto
65;fossa
67;psichico
146;breccia
40;lanciafiamme
166;rocciotomba
141;facciata
99;furto
271;calciobasso
274;coro
218;focalcolpo
251;raggioscossa
290;invertivolt
292;battiterra
94;frana
296;sprizzalampo
136;spaccaroccia
148;forzasegreta
345;crescipugno
53;forza
129;incrocolpo
120;dinamipugno
194;fintoattacco
142;centripugno
192;martelpugno
8;gelopugno
2;colpokarate
24;calciorullo
182;supplica
298;doppiocolpo
295;elettrotela
125;codacciaio
168;segnoraggio
101;russare
139;baraonda
