id;name
66;confusione
185;fogliamagica
134;forzantica
136;divinazione
241;verdebufera
129;introforza
49;iper raggio
57;solarraggio
67;psichico
135;palla ombra
176;aeroassalto
142;facciata
275;coro
276;echeggiavoce
220;energipalla
252;raggioscossa
223;gigaimpatto
84;mangiasogni
197;retromarcia
149;forzasegreta
345;magibrillio
13;taglio
222;geoforza
114;gigassorbimento
201;ultimascelta
210;semebomba
188;ondashock
169;segnoraggio
102;russare
140;baraonda
189;idropulsar
234;cozzata zen
347;riguardo
