id;name
28;azione
69;ira
26;incornata
123;inseguimento
198;rivincita
233;cozzata zen
31;riduttore
32;colpo
222;gigaimpatto
128;introforza
44;geloraggio
45;bora
49;iper raggio
57;solarraggio
61;fulmine
62;tuono
64;terremoto
40;lanciafiamme
76;fuocobomba
166;rocciotomba
141;facciata
274;coro
283;bruciatutto
247;pietrataglio
292;battiterra
94;frana
296;sprizzalampo
136;spaccaroccia
148;forzasegreta
43;surf
53;forza
110;ventogelato
245;metaltestata
125;codacciaio
112;oltraggio
187;ondashock
101;russare
139;baraonda
188;idropulsar
