id;name
158;tritartigli
10;graffio
41;pistolacqua
117;tagliofuria
265;abbattimento
126;ferrartigli
133;forzantica
97;lacerazione
193;acquadisale
211;forbice x
186;cadutamassi
128;introforza
49;iper raggio
64;terremoto
65;fossa
146;breccia
166;rocciotomba
175;aeroassalto
141;facciata
274;coro
115;falsofinale
222;gigaimpatto
247;pietrataglio
291;entomoblocco
292;battiterra
94;frana
235;cannonflash
136;spaccaroccia
148;forzasegreta
13;taglio
53;forza
253;acquagetto
243;velenocroce
147;privazione
124;rapigiro
188;idropulsar
208;idrondata
250;coleomorso
221;geoforza
125;codacciaio
101;russare
144;troppoforte
