id;name
30;avvolgibotta
37;morso
72;leccata
181;velenocoda
264;velenoshock
157;velenodenti
207;nottesferza
205;velenpuntura
131;sgranocchio
327;rutto
128;introforza
64;terremoto
65;fossa
268;fangonda
40;lanciafiamme
106;fangobomba
141;facciata
99;furto
274;coro
198;rivincita
285;nemesi
292;battiterra
211;forbice x
294;codadrago
344;assillo
136;spaccaroccia
148;forzasegreta
206;neropulsar
53;forza
199;garanzia
125;codacciaio
208;idrondata
17;legatutto
113;gigassorbimento
147;privazione
101;russare
