id;name
28;azione
37;morso
25;bottintesta
122;dragospiro
131;sgranocchio
18;schianto
213;dragopulsar
214;dragofuria
29;corposcontro
156;granvoce
112;oltraggio
128;introforza
141;facciata
99;furto
274;coro
283;bruciatutto
294;codadrago
136;spaccaroccia
148;forzasegreta
206;neropulsar
53;forza
199;garanzia
162;sgomento
256;doppiosmash
221;geoforza
229;rogodenti
255;zuccata
228;gelodenti
227;fulmindenti
208;idrondata
237;dragobolide
187;ondashock
101;russare
144;troppoforte
139;baraonda
233;cozzata zen
