id;name
14;raffica
46;psicoraggio
165;aerasoio
270;sincrumore
211;eterelama
67;psichico
87;aeroattacco
264;psicoshock
129;introforza
44;geloraggio
49;iper raggio
57;solarraggio
266;abbattimento
135;palla ombra
176;aeroassalto
142;facciata
100;furto
275;coro
119;alacciaio
220;energipalla
252;raggioscossa
84;mangiasogni
236;cannonflash
149;forzasegreta
207;neropulsar
345;magibrillio
16;volo
134;forzantica
136;divinazione
279;veicolaforza
141;ondacalda
111;ventogelato
188;ondashock
169;segnoraggio
102;russare
234;cozzata zen
