id;name
72;leccata
92;sfuriate
210;semebomba
129;introforza
57;solarraggio
65;fossa
167;rocciotomba
142;facciata
100;furto
272;calciobasso
275;coro
219;focalcolpo
220;energipalla
285;acrobazia
227;ombrartigli
199;rivincita
137;spaccaroccia
149;forzasegreta
13;taglio
163;sgomento
175;semitraglia
183;supplica
334;incantavoce
241;verdebufera
185;fogliamagica
143;centripugno
114;gigassorbimento
245;sporcolancio
126;codacciaio
148;privazione
102;russare
145;troppoforte
140;baraonda
10;graffio
19;frustata
37;morso
132;sgranocchio
