id;name
41;pistolacqua
46;psicoraggio
48;raggiaurora
47;bollaraggio
189;idropulsar
169;segnoraggio
44;geloraggio
175;semitraglia
42;idropompa
49;iper raggio
129;introforza
45;bora
266;abbattimento
67;psichico
40;lanciafiamme
76;fuocobomba
142;facciata
100;furto
275;coro
280;idrovampata
252;raggioscossa
284;bruciatutto
149;forzasegreta
43;surf
77;cascata
150;sub
273;acidobomba
181;colpodifango
109;octazooka
187;cadutamassi
102;russare
79;comete
180;rimbalzo
245;sporcolancio
111;ventogelato
210;semebomba
