id;name
82;limitazione
19;frustata
54;assorbimento
17;legatutto
55;megassorbimento
148;privazione
114;gigassorbimento
134;forzantica
18;schianto
242;vigorcolpo
129;introforza
49;iper raggio
57;solarraggio
64;terremoto
147;breccia
107;fangobomba
167;rocciotomba
176;aeroassalto
142;facciata
100;furto
275;coro
219;focalcolpo
220;energipalla
199;rivincita
223;gigaimpatto
293;battiterra
94;frana
348;assillo
206;velenpuntura
137;spaccaroccia
149;forzasegreta
13;taglio
53;forza
66;confusione
241;verdebufera
210;semebomba
188;ondashock
102;russare
