id;name
108;fangosberla
41;pistolacqua
232;pantanobomba
189;idropulsar
102;russare
209;idrondata
234;cozzata zen
64;terremoto
174;fanghiglia
136;divinazione
129;introforza
44;geloraggio
45;bora
49;iper raggio
167;rocciotomba
142;facciata
275;coro
280;idrovampata
223;gigaimpatto
248;pietrataglio
293;battiterra
94;frana
137;spaccaroccia
149;forzasegreta
43;surf
53;forza
77;cascata
150;sub
222;geoforza
42;idropompa
181;colpodifango
117;scintilla
31;riduttore
32;colpo
138;mulinello
180;rimbalzo
111;ventogelato
