id;name
28;azione
31;riduttore
172;sabbiotomba
97;lacerazione
177;dragartigli
65;fossa
214;dragofuria
128;introforza
64;terremoto
40;lanciafiamme
76;fuocobomba
166;rocciotomba
175;aeroassalto
141;facciata
274;coro
283;bruciatutto
226;ombrartigli
247;pietrataglio
292;battiterra
94;frana
136;spaccaroccia
148;forzasegreta
13;taglio
53;forza
29;corposcontro
33;sdoppiatore
122;dragospiro
245;metaltestata
125;codacciaio
126;ferrartigli
180;colpodifango
112;oltraggio
236;scalaroccia
32;colpo
130;tornado
237;dragobolide
213;dragopulsar
221;geoforza
101;russare
